NU_ANO_CENSO;NO_MUNICIPIO;CO_MUNICIPIO;NO_ENTIDADE;CO_ENTIDADE;TP_DEPENDENCIA;TP_CATEGORIA_ESCOLA_PRIVADA;TP_LOCALIZACAO;DS_ENDERECO;NU_ENDERECO;DS_COMPLEMENTO;NO_BAIRRO;CO_CEP;TP_SITUACAO_FUNCIONAMENTO;Qtd_Prof;Qtd_Matri_Inf;Qtd_Matri_Fund;Qtd_Matri_Med;Qtd_Matri_Prof;Qtd_Matri_Eja;Qtd_Matri_Esp;Latitude;Longitude;Precisao_Tipo
2024;Porto Alegre;4314902;EEI PIAZITO;43108946;Privada;1;1;AVENIDA PRAIA DE BELAS;1948;;PRAIA DE BELAS;90110000;1;7;118;0;0;0;0;0;-30,055923;-51,2289703;ROOFTOP
2024;Porto Alegre;4314902;EEI PIMPAO;43008704;Privada;1;1;AVENIDA IRENE RUPERTI;79;;PARQUE SANTA FE;91180620;1;8;56;0;0;0;0;2;-30,0145628;-51,1093744;ROOFTOP
2024;Porto Alegre;4314902;EEI PROJETO CRIANCA SOGIPA;43009034;Privada;1;1;RUA BARAO DO COTEGIPE;400;;SAO JOAO;90540020;1;6;218;0;0;0;0;2;-30,0089374;-51,1889219;ROOFTOP
2024;Porto Alegre;4314902;EEI PROJETO PENSAR;43191304;Privada;1;1;RUA LUIZ DE CAMOES;172;CASA;SANTO ANTONIO;90620150;1;6;38;0;0;0;0;0;-30,0568727;-51,2018183;ROOFTOP
2024;Porto Alegre;4314902;EEI PROTASIO;43009069;Privada;1;1;AVENIDA PROTASIO ALVES;11355;;PROTASIO ALVES;91260000;1;10;166;0;0;0;0;2;-30,0453703;-51,1025114;RANGE_INTERPOLATED
2024;Porto Alegre;4314902;EEI SEMEANDO O SABER;43201172;Privada;1;1;RUA LUIZ CEZAR LEAL;240;;RUBEM BERTA;91170140;1;9;110;0;0;0;0;2;-30,0029045;-51,0909646;ROOFTOP
2024;Porto Alegre;4314902;EEI SEMEAR;43009158;Privada;1;1;AVENIDA OSWALDO GONCALVES CRUZ;344;;IPANEMA;91760060;1;4;88;0;0;0;0;2;-30,1373199;-51,2256882;ROOFTOP
2024;Porto Alegre;4314902;EEI SEMENTINHA DOURADA;43148646;Privada;1;1;AVENIDA ENGENHEIRO JOSE MARIA DE CARVALHO;69;;VILA IPIRANGA;91360080;1;5;66;0;0;0;0;2;-30,0202733;-51,1534022;ROOFTOP
2024;Porto Alegre;4314902;EEI SINERGIA;43142141;Privada;1;1;RUA DOUTOR NEY DE ALMEIDA BRITO;85;;JARDIM LINDOIA;91050220;1;12;64;0;0;0;0;0;-30,0065292;-51,152322;ROOFTOP
2024;Porto Alegre;4314902;EEI SITIO DA INFANCIA;43001840;Privada;1;1;AVENIDA JUCA BATISTA;21;;CAVALHADA;91770001;1;4;16;0;0;0;0;0;-30,1358488;-51,2243978;ROOFTOP
